.pred_0,.pred_1
0.4036179963685501,0.5963820036314499
0.4819291622407811,0.5180708377592189
0.3922048794895642,0.6077951205104358
0.059210969848918826,0.9407890301510812
0.2026616497093,0.7973383502907
0.7797866422179675,0.22021335778203255
0.00410984989839025,0.9958901501016098
0.7371232871595275,0.2628767128404726
0.07902542673516677,0.9209745732648332
0.703224221895153,0.29677577810484695
0.18535400412223002,0.81464599587777
0.6183538747187227,0.38164612528127734
0.3349088462317449,0.6650911537682551
0.6987592116736381,0.30124078832636186
0.5131219217698355,0.48687807823016455
0.47958883487074855,0.5204111651292515
0.7178272849911514,0.28217271500884855
0.003096711237525307,0.9969032887624747
0.11905006788208683,0.8809499321179132
0.2217198885526117,0.7782801114473883
0.0905886991435042,0.9094113008564958
0.43124241273223984,0.5687575872677602
0.00835804851454458,0.9916419514854554
0.36262840208816394,0.6373715979118361
0.24163058279230554,0.7583694172076945
0.5625932307825415,0.43740676921745847
0.0020615095766590708,0.9979384904233409
0.748327381507212,0.25167261849278805
0.04328293794711502,0.956717062052885
0.40652468366271477,0.5934753163372852
0.26000520104361435,0.7399947989563856
0.4458765385128546,0.5541234614871454
0.4146943052069839,0.5853056947930161
0.10970867103172233,0.8902913289682777
0.8430223284225423,0.1569776715774577
0.18385542593354232,0.8161445740664577
0.38284966595208725,0.6171503340479128
0.03525863820554653,0.9647413617944535
0.3332052350639959,0.6667947649360041
0.4009904159923011,0.5990095840076989
0.05062190810889433,0.9493780918911057
0.09994337675376697,0.900056623246233
0.5555166806775504,0.4444833193224496
0.08809312152595028,0.9119068784740497
0.48395870426673837,0.5160412957332616
0.002725868766637607,0.9972741312333624
0.558278075203787,0.441721924796213
0.12435506002116592,0.8756449399788341
0.002131227296325755,0.9978687727036742
0.07821106994501492,0.9217889300549851
0.23597488998262184,0.7640251100173782
0.7656825200182276,0.23431747998177238
0.47255280053595083,0.5274471994640492
0.7611257756894084,0.23887422431059155
0.5044645136173527,0.4955354863826474
0.5192071927651236,0.48079280723487644
0.01433704443737327,0.9856629555626267
0.30425823157319787,0.6957417684268021
0.5169597081816115,0.4830402918183884
0.3180589785035044,0.6819410214964956
0.5012566033735845,0.49874339662641554
0.0026349261042456495,0.9973650738957544
0.6720452234577232,0.3279547765422768
0.7693406263960356,0.23065937360396432
0.1808733956551195,0.8191266043448805
0.579500010903989,0.4204999890960111
0.05410945795878086,0.9458905420412191
0.6694003833961735,0.3305996166038265
0.44978636048623355,0.5502136395137665
0.0022277514658034514,0.9977722485341965
0.5810494342249316,0.4189505657750684
0.6448493298306586,0.3551506701693415
0.5637936521597564,0.4362063478402436
0.6281367914987135,0.37186320850128657
0.6438734410626594,0.35612655893734063
0.04566891004327689,0.9543310899567231
0.20479398374352908,0.7952060162564709
0.5103085115237043,0.4896914884762958
0.18023381167039632,0.8197661883296037
0.0033697749779023622,0.9966302250220976
0.31160898772700263,0.6883910122729974
0.3445383623668834,0.6554616376331166
0.04169399534804452,0.9583060046519555
0.7092008271044248,0.2907991728955753
0.0019462699671393136,0.9980537300328607
0.3975400629232887,0.6024599370767113
0.09970604375934511,0.9002939562406549
0.8924894770555449,0.10751052294445501
0.0972295632849065,0.9027704367150935
0.7738763045141183,0.22612369548588174
0.011752868297110308,0.9882471317028897
0.1488387453614226,0.8511612546385774
0.5911406155997305,0.4088593844002694
0.7344443624221957,0.26555563757780437
0.7325067778462928,0.2674932221537072
0.05983403864147774,0.9401659613585223
0.6284533863295712,0.37154661367042885
0.002052630551920509,0.9979473694480795
0.5063172737840027,0.49368272621599724
0.16510981852865847,0.8348901814713415
0.5942794980580695,0.4057205019419306
0.5466475856768014,0.4533524143231986
0.5040162084672724,0.4959837915327276
0.4500931880905328,0.5499068119094672
0.009497884113331412,0.9905021158866686
0.6559413802885868,0.34405861971141316
0.6771130687732803,0.32288693122671974
0.15845403284798498,0.841545967152015
0.6060381691985375,0.3939618308014626
0.31787352060414864,0.6821264793958514
0.2585276387248038,0.7414723612751962
0.6083618049112111,0.39163819508878894
0.19437552255387736,0.8056244774461226
0.4306051097287562,0.5693948902712438
0.03332905147822729,0.9666709485217727
0.735276274247882,0.264723725752118
0.2986951379567653,0.7013048620432347
0.2602952594367143,0.7397047405632857
0.055225453378765055,0.944774546621235
0.655962749486787,0.344037250513213
0.2969452966133731,0.7030547033866269
0.1138283872310244,0.8861716127689756
0.1635998907413183,0.8364001092586817
0.48294795982996763,0.5170520401700324
0.4579984258690779,0.5420015741309221
0.05265206955485213,0.9473479304451479
0.032382679837472006,0.967617320162528
0.3133572209423595,0.6866427790576405
0.10446117891305651,0.8955388210869435
0.6270773081787595,0.3729226918212405
0.10955276457109508,0.8904472354289049
0.7899503434349988,0.21004965656500124
0.1431622835434907,0.8568377164565093
0.006743764981801292,0.9932562350181987
0.7810300061323329,0.21896999386766716
0.20494593732731958,0.7950540626726804
0.4811273647143033,0.5188726352856967
0.6931919938013428,0.3068080061986572
0.6212180984845939,0.3787819015154062
0.38545712315923186,0.6145428768407681
0.16678252772321034,0.8332174722767897
0.004238628563294045,0.995761371436706
0.7734970655954304,0.22650293440456956
0.0019639833774153237,0.9980360166225847
0.009478210923948627,0.9905217890760514
0.612910676939196,0.387089323060804
0.17056064462433929,0.8294393553756607
0.1018658181479043,0.8981341818520957
0.3933117181208772,0.6066882818791228
0.2894758455588441,0.7105241544411559
0.4780152431578809,0.5219847568421191
0.16090444409185456,0.8390955559081454
0.87629868126232,0.12370131873767998
0.030299412275806237,0.9697005877241938
0.4690765768994857,0.5309234231005143
0.5185858394821428,0.48141416051785724
0.7160764697499549,0.2839235302500452
0.10867867167703571,0.8913213283229643
0.5573199055787444,0.44268009442125555
0.45718718486560816,0.5428128151343918
0.29808845267209183,0.7019115473279082
0.8419642964807346,0.15803570351926544
0.22782166497025003,0.77217833502975
0.5094395113634544,0.4905604886365456
0.36558643133404656,0.6344135686659534
0.03915481435351231,0.9608451856464877
0.06563228442191549,0.9343677155780845
0.08195699887619645,0.9180430011238035
0.35133705832486395,0.648662941675136
0.18007241168296084,0.8199275883170392
0.10932321729237149,0.8906767827076285
0.3024742886964312,0.6975257113035688
0.23824454315752663,0.7617554568424734
0.5684012408697428,0.4315987591302573
0.5974919324907488,0.4025080675092512
0.024262583102328206,0.9757374168976718
0.7521531203455467,0.24784687965445326
0.8437597562947379,0.15624024370526207
0.6155760024010604,0.38442399759893964
0.3265519622958827,0.6734480377041173
0.5966896224476894,0.40331037755231053
0.35408093125122575,0.64591906874877425
0.23249380046999546,0.7675061995300045
0.3877928963056134,0.6122071036943866
0.7806261296398855,0.21937387036011452
0.15624448040779293,0.8437555195922071
0.0015196020476384575,0.9984803979523615
0.3888138165005872,0.6111861834994128
0.7665861199506816,0.2334138800493184
0.1805793926624607,0.8194206073375393
0.8052478426179153,0.19475215738208473
0.46524688256744806,0.5347531174325519
0.7614748935668624,0.2385251064331376
0.30213581986527505,0.697864180134725
0.002083767061269448,0.9979162329387306
0.49348862363945223,0.5065113763605478
0.16904439939863602,0.830955600601364
0.5137730182796783,0.4862269817203217
0.2644431162908678,0.7355568837091322
0.7934586540188686,0.20654134598113133
0.6614160586694955,0.3385839413305045
0.41862710844026063,0.5813728915597394
0.09825173131570475,0.9017482686842953
0.7044348936395544,0.2955651063604456
0.459020896543175,0.540979103456825
0.07743883288767328,0.9225611671123267
0.45215885963624325,0.5478411403637568
0.465966084480813,0.534033915519187
0.5573939106917285,0.44260608930827156
0.36143329136798574,0.6385667086320143
0.45104611496703817,0.5489538850329618
0.6347181666519617,0.36528183334803827
0.3585120941056531,0.6414879058943469
0.28164530358853546,0.7183546964114645
0.5711432065406539,0.4288567934593461
0.08737166508659278,0.9126283349134072
0.18532871075446145,0.8146712892455386
0.57722960080335906,0.422770399196641
0.012237639575618409,0.9877623604243816
0.05520567878574345,0.9447943212142565
0.6648208599303882,0.3351791400696118
0.4837105907582875,0.5162894092417125
0.19191748113388962,0.8080825188661104
0.07039928992307543,0.9296007100769246
0.5752876420099333,0.4247123579900666
0.45760698997938065,0.5423930100206193
0.41621556301455565,0.5837844369854444
0.6602429256957949,0.33975707430420504
0.6769438724935688,0.3230561275064312
0.637355853240156,0.3626441467598441
0.3547597355319372,0.6452402644680628
0.0470734862809028,0.9529265137190972
0.32968438497064934,0.6703156150293507
0.06146330437351488,0.9385366956264851
0.6417008818833552,0.3582991181166449
0.06349153259844786,0.9365084674015521
0.1358759261270892,0.8641240738729108
0.15452215063358998,0.84547784936641
0.351172368098447,0.648827631901553
0.7442970329794816,0.25570296702051837
0.25651898345638524,0.7434810165436148
0.1335016855334481,0.8664983144665519
0.0025406667347097622,0.9974593332652902
0.5081335547006831,0.49186644529931683
0.38004913926041817,0.6199508607395818
0.004362169352860934,0.9956378306471391
0.10532161467875467,0.8946783853212453
0.8146858357887482,0.1853141642112518
0.629612735856199,0.37038726414380096
0.0537013446119754,0.9462986553880246
0.5666493368526584,0.43335066314734155
0.0277014953037773,0.9722985046962227
0.005308728244029615,0.9946912717559704
0.7947556434780636,0.20524435652193643
0.040409440489859505,0.9595905595101405
0.40855110823577423,0.5914488917642258
0.1359137047272173,0.8640862952727827
0.021304893528588775,0.9786951064714112
0.7191906080945517,0.2808093919054483
0.5726145690042719,0.4273854309957282
0.483204466821996,0.516795533178004
0.06980935249673825,0.9301906475032617
0.560315181194672,0.439684818805328
0.6221076752271355,0.3778923247728645
0.14112212283495262,0.8588778771650474
0.8581774531454978,0.14182254685450227
0.07064214039582839,0.9293578596041716
0.47923094093013785,0.5207690590698622
0.7888234032058528,0.2111765967941472
0.6121928862324157,0.3878071137675842
0.8660905914995878,0.13390940850041225
0.5613674955458718,0.43863250445412816
0.24423045390604758,0.7557695460939524
0.5237574698571941,0.476242530142806
0.017433113569741976,0.982566886430258
0.07353481477781376,0.9264651852221862
0.2663888316823195,0.7336111683176805
0.19432435482777033,0.8056756451722297
0.002600531452846222,0.9973994685471538
0.43182235008261705,0.568177649917383
0.040421127521244715,0.9595788724787553
