"Id","price"
25660,110562.311296781
25661,137068.141981259
25662,49728.6995920749
25663,57926.1539352482
25664,54933.6414453999
25665,430628.325027076
25666,165229.919367138
25667,44128.0256637291
25668,221321.623651475
25669,83338.9475956963
25670,114245.988826031
25671,129492.550900275
25672,202535.051137588
25673,72263.8084552338
25674,114659.490386473
25675,282975.4850965
25676,110882.32710848
25677,124128.551286192
25678,73113.1610501242
25679,34926.3790247346
25680,132576.251346165
25681,53062.9715903567
25682,243047.88209048
25683,130321.907733824
25684,57603.5812559196
25685,49155.8811959462
25686,151439.145455841
25687,13934.0313994659
25688,78569.5108767551
25689,24281.2995974768
25690,45936.9210345704
25691,210771.929351784
25692,49627.4134238806
25693,0
25694,143105.275265389
25695,192220.080599626
25696,213089.935087483
25697,0
25698,117745.747082988
25699,314219.731253384
25700,127204.705607461
25701,285236.75216616
25702,53380.9938847408
25703,91358.4239850586
25704,22595.7796766627
25705,48935.8278381802
25706,143684.186623262
25707,45646.2703616101
25708,219161.856791784
25709,39377.7779808038
25710,0
25711,180419.9962256
25712,1070531.77605021
25713,191876.3051464
25714,40960.6449883911
25715,212397.013442793
25716,2664.19099256922
25717,123743.560690208
25718,54247.0787787333
25719,76576.1021416393
25720,66511.4117793417
25721,124880.700811978
25722,100905.28985458
25723,791923.019947635
25724,115909.543037309
25725,96255.0628841123
25726,136554.238213836
25727,30234.8339747435
25728,51382.1190595422
25729,720948.005160502
25730,11665.1653203769
25731,211906.325059721
25732,0
25733,25704.4969227978
25734,423728.699944237
25735,264279.814617121
25736,58034.3062840221
25737,88821.3101230138
25738,83081.0822548777
25739,0
25740,62267.3907070786
25741,63204.9889122428
25742,132740.281101037
25743,16167.9063562383
25744,183418.90302921
25745,219208.690265183
25746,330548.404698051
25747,57855.4753319553
25748,289503.348442273
25749,111747.933475769
25750,51271.4608299651
25751,68596.0095486333
25752,0
25753,268885.554328307
25754,232731.349020311
25755,565294.561617881
25756,0
25757,128319.884977904
25758,28737.5796519737
25759,18744.901095923
25760,61581.5681235902
25761,89090.818473508
25762,153999.323999536
25763,290868.021767492
25764,65411.0239619581
25765,111384.835543731
25766,135464.276971288
25767,47115.8025265038
25768,215260.383345923
25769,177608.734325613
25770,64580.4749272
25771,284865.63154861
25772,328921.835687123
25773,298142.39341322
25774,133783.97830439
25775,147432.021385892
25776,111249.596902161
25777,93564.0448948041
25778,110217.31327915
25779,280506.628031443
25780,38420.8627294698
25781,28129.558995977
25782,210771.929351784
25783,246192.098407487
25784,622625.948031241
25785,352409.225010878
25786,97450.0043211497
25787,139588.542160384
25788,0
25789,277534.998921114
25790,76518.6227071159
25791,360182.321251557
25792,196196.464910053
25793,0
25794,141170.144870282
25795,72821.3178150461
25796,210233.793320109
25797,1278125.17088087
25798,201623.211079495
25799,66929.2686598391
25800,55725.4127686774
25801,32787.100525845
25802,349851.46141411
25803,730342.648572915
25804,486136.407003169
25805,0
25806,340127.088663758
25807,33278.0200083062
25808,75508.1321901712
25809,383503.948994264
25810,375566.492453559
25811,49135.1840441591
25812,57143.4717289813
25813,100103.322282612
25814,317806.896557557
25815,0
25816,47417.5831402992
25817,87948.9988565797
25818,0
25819,127886.15916113
25820,111895.549919005
25821,0
25822,40125.1862104162
25823,77338.469316537
25824,409388.454279464
25825,204390.26675462
25826,107833.855724673
25827,414618.310757502
25828,243254.113016096
25829,52120.8134248555
25830,25929.6586139051
25831,171423.275814771
25832,94917.1954120405
25833,0
25834,101101.510161143
25835,453503.583646053
25836,0
25837,108808.199458364
25838,126244.13092021
25839,15745.9942923132
25840,168378.037367911
25841,69366.8460169019
25842,156762.909379455
25843,44735.2875214002
25844,223901.95227416
25845,82025.5607129006
25846,124094.576711491
25847,125880.733954825
25848,37961.7381847813
25849,36809.3977124276
25850,77551.3989391061
25851,277882.274739137
25852,61779.7500487219
25853,47417.5831402992
25854,80337.3761201468
25855,57269.2744371847
25856,288380.641155554
25857,60268.1812407945
25858,136005.883177877
25859,387593.383487505
25860,74059.3629875174
25861,40125.1862104162
25862,89733.6257241102
25863,303203.091982971
25864,207762.62481179
25865,17658.4023159343
25866,81758.8654396706
25867,225044.933599334
25868,115909.543037309
25869,76518.6227071159
25870,132740.281101037
25871,612987.360230549
25872,25164.6267670677
25873,40125.1862104162
25874,127217.73240143
25875,207597.802361711
25876,91836.805634838
25877,276217.507362144
25878,60931.4550526195
25879,179861.056419802
25880,114391.298339428
25881,438325.981336044
25882,355231.057994193
25883,124324.094126605
25884,42582.6292334373
25885,36782.8272702208
25886,180221.938505447
25887,35421.9559258599
25888,54933.6414453999
25889,0
25890,242767.245896139
25891,110248.103336994
25892,573984.308865302
25893,236887.699302515
25894,101086.445687947
25895,32423.0491222501
25896,85024.4675165104
25897,179273.501702605
25898,206263.662935093
25899,174991.671624805
25900,38192.7657908632
25901,261041.322912138
25902,54012.5902990584
25903,60142.3785325911
25904,1189715.08497185
25905,65636.2016427465
25906,152800.041787844
25907,215846.704319541
25908,4937.31098863645
25909,68303.7837133639
25910,459318.328961313
25911,0
25912,90966.3264758607
25913,298874.622364405
25914,96753.3994577196
25915,67992.0738850705
25916,769328.437019842
25917,43124.093014026
25918,0
25919,189097.848390614
25920,81758.8654396706
25921,244894.299899429
25922,697479.05026642
25923,307248.549136436
25924,70913.2606680523
25925,223224.150994602
25926,105910.480495104
25927,221874.087046798
25928,141897.362138422
25929,104796.957108615
25930,0
25931,73028.8403020712
25932,56414.3035511286
25933,190569.95782175
25934,130904.077055358
25935,497305.951896527
25936,78924.8958742784
25937,94798.1898574624
25938,96753.3994577196
25939,89994.9120272839
25940,60931.4550526195
25941,64849.694515411
25942,139900.797466188
25943,478716.406144608
25944,96255.0628841123
25945,129073.577051673
25946,205908.511452501
25947,118703.5560751
25948,21448.9594688512
25949,201063.186839942
25950,59268.4839034687
25951,51271.4608299651
25952,0
25953,26611.3142980959
25954,89600.7398880897
25955,12960.7740591514
25956,0
25957,64261.7091895029
25958,61117.5338356849
25959,330365.336406091
25960,167887.812617437
25961,93373.3880779992
25962,254175.342212116
25963,247893.206703038
25964,102751.213064939
25965,1043642.53170115
25966,74721.5911109509
25967,0
25968,806386.389414009
25969,113865.061540983
25970,55726.5131992945
25971,111603.354309711
25972,52120.8134248555
25973,458569.401002293
25974,27943.4802129116
25975,94712.301646222
25976,43124.093014026
25977,25308.6248128967
25978,65947.9588701889
25979,204213.192934325
25980,177225.546581577
25981,35421.9559258599
25982,0
25983,271884.461131917
25984,51427.6600919848
25985,27652.8295399513
25986,44653.1401600849
25987,267220.786951315
25988,91799.2830538525
25989,163579.796589262
25990,118012.442356218
25991,371357.159309329
25992,100019.001534559
25993,0
25994,172336.281584148
25995,78372.2802920305
25996,60576.0700550962
25997,36809.3977124276
25998,303375.175173603
25999,80818.1646696823
26000,212485.564349362
26001,102943.532874629
26002,45011.3099731367
26003,8203.69775476505
26004,81260.5288660632
26005,65266.2975106884
26006,83336.2829237566
26007,134876.220622076
26008,106300.202052868
26009,286093.832330423
26010,106912.82262648
26011,10170.0927490187
26012,583002.868806113
26013,97897.0911250318
26014,153064.831480552
26015,39275.8336155258
26016,258574.641411416
26017,114180.926691018
26018,78110.204030891
26019,122162.156291938
26020,300204.185179361
26021,163579.796589262
26022,48935.8278381802
26023,234051.16167965
26024,120905.014513153
26025,69572.7904659256
26026,65107.1279293269
26027,74592.5690269502
26028,122417.635802016
26029,408545.003235919
26030,39583.7224298275
26031,0
26032,337485.85730003
26033,67415.9798280141
26034,112014.628748999
26035,485792.387390468
26036,18283.4859902571
26037,201273.994377221
26038,236883.122690853
26039,96753.3994577196
26040,140318.176864283
26041,101086.445687947
26042,133006.976374267
26043,414334.726907166
26044,135821.799353287
26045,57775.1748954895
26046,697300.770344325
26047,279034.763733797
26048,32423.0491222501
26049,130321.907733824
26050,86717.2183253902
26051,120905.014513153
26052,179273.501702605
26053,40125.1862104162
26054,77636.5383881305
26055,337855.83419967
26056,66265.9948480141
26057,545537.698306977
26058,255840.109589108
26059,148897.517877017
26060,75978.8225975364
26061,373472.738943347
26062,101332.388417355
26063,112943.797725791
26064,430094.292772052
26065,65438.40653343
26066,272239.612614509
26067,580269.776617136
26068,238896.486292209
26069,73519.7159035061
26070,61724.3268065141
26071,89018.5658540979
26072,48935.8278381802
26073,0
26074,176219.476404748
26075,110326.444156245
26076,15851.7323026316
26077,90829.1101692225
26078,337414.690992829
26079,0
26080,40125.1862104162
26081,11689.6053566641
26082,187915.070630842
26083,99228.3527170959
26084,337414.690992829
26085,164278.967684556
26086,200574.782237221
26087,301810.759768769
26088,85515.3431179453
26089,233996.154038891
26090,186987.298839244
26091,73577.1953380295
26092,96753.3994577196
26093,30785.0136630012
26094,865417.831268569
26095,257398.700772156
26096,96255.0628841123
26097,87348.8898158041
26098,28789.1361242956
26099,146873.081580094
26100,309751.599913196
26101,246228.439326046
26102,237590.237828344
26103,0
26104,225807.231056134
26105,328800.921001257
26106,0
26107,163675.810219723
26108,64956.602653462
26109,249075.984462811
26110,90486.0775000058
26111,155282.247273726
26112,259946.979204098
26113,358387.719599304
26114,40731.9791812454
26115,224844.658473949
26116,717504.248697841
26117,185271.315309824
26118,48606.8608450901
26119,93226.8653988883
26120,66764.3314216215
26121,531339.437584326
26122,77631.8288571858
26123,550337.074049125
26124,0
26125,137238.264569483
26126,74219.6681335711
26127,162873.998677204
26128,101869.434326544
26129,133125.271697021
26130,34272.6411534048
26131,288380.641155554
26132,68851.8233969611
26133,46864.9675580513
26134,281594.760292909
26135,24281.2995974768
26136,236995.060842501
26137,332371.370862401
26138,110137.960206973
26139,81505.9457973908
26140,63930.3618562293
26141,0
26142,61033.2130876319
26143,160580.889785652
26144,55303.4260243874
26145,332371.370862401
26146,98889.3389787587
26147,139877.209763907
26148,119114.02083651
26149,240198.861411929
26150,173252.528784272
26151,35155.9392166395
26152,85920.4750012111
26153,252097.069297335
26154,9448.5758869713
26155,61952.9926136598
26156,680921.203267342
26157,376471.645746957
26158,0
26159,45936.9210345704
26160,309372.988780822
26161,185854.997198725
26162,149415.393955325
26163,53380.9938847408
26164,438325.981336044
26165,111249.596902161
26166,148615.888727452
26167,291379.547959163
26168,90829.1101692225
26169,111640.728688394
26170,0
26171,835428.763232471
26172,242885.512909735
26173,1583445.75635091
26174,74263.0179215178
26175,121502.224761263
26176,76027.747105681
26177,391050.993845104
26178,0
26179,105251.783294942
26180,86548.1193499355
26181,537117.822664536
26182,42695.370856009
26183,261369.496023206
26184,446904.864728204
26185,185139.199167744
26186,114245.988826031
26187,57641.8975760494
26188,206851.21765229
26189,433450.875015544
26190,118017.018967881
26191,120592.945857482
26192,337970.123264821
26193,104861.011510047
26194,100019.001534559
26195,110248.103336994
26196,118012.442356218
26197,61117.5338356849
26198,78261.6220624534
26199,88714.4880390024
26200,131874.674733748
26201,63601.3948631392
26202,66887.7150997336
26203,86628.5492680152
26204,76027.747105681
26205,29788.1937222352
26206,66929.2686598391
26207,45502.4754458587
26208,204390.26675462
26209,245044.460122752
26210,81425.8155165536
26211,585272.414712925
26212,120967.54073116
26213,186628.677061446
26214,269271.169419505
26215,79340.4920724577
26216,64950.6193927757
26217,111249.596902161
26218,385401.776462248
26219,144433.114582283
26220,13168.9995526285
26221,163579.796589262
26222,12619.9792017724
26223,65411.0239619581
26224,113274.392712076
26225,90915.9464770553
26226,256889.927113868
26227,351379.695184267
26228,203214.214248898
26229,52091.5542730087
26230,115013.535552609
26231,83898.8977242749
26232,38915.2956701278
26233,138660.388571523
26234,0
26235,315002.828810995
26236,10935.1245958561
26237,110248.103336994
26238,123562.40485684
26239,37041.9586587534
26240,188880.160242706
26241,0
26242,52919.8198463934
26243,417333.633710775
26244,397463.993372226
26245,319492.416478371
26246,785986.723568796
26247,286196.617258746
26248,66987.2182661838
26249,75925.9890706686
26250,32265.6757687299
26251,116227.502385107
26252,95331.9101381959
26253,1111399.4884653
26254,79026.6539092908
26255,392231.211611844
26256,401792.846193585
26257,100769.699505863
26258,29568.8900813491
26259,183606.547932833
26260,161280.060880946
26261,750919.810278281
26262,82911.9592025872
26263,53645.283959252
26264,73113.1610501242
26265,51857.6617247357
26266,101869.434326544
26267,13596.5229548138
26268,779589.504168923
26269,219001.620020842
26270,352409.225010878
26271,92123.859604022
26272,195414.530243649
26273,191889.595622362
26274,224840.081862287
26275,45936.9210345704
26276,278237.426221729
26277,220650.462876647
26278,89848.389348173
26279,36611.2336306509
26280,206394.623223911
26281,122429.809334499
26282,39939.1074273508
26283,158899.564682179
26284,135587.479875531
26285,68321.8940112391
26286,200900.817659198
26287,222237.184897168
26288,140195.617812987
26289,19931.8450066855
26290,0
26291,87630.9656121475
26292,583396.215196034
26293,390022.912515367
26294,61117.5338356849
26295,63601.3948631392
26296,646268.271357268
26297,171250.478451281
26298,91836.805634838
26299,57379.9326667618
26300,220650.462876647
26301,871432.199563937
26302,76771.6449820526
26303,178734.476304786
26304,518547.537074489
26305,128319.884977904
26306,61712.9788969895
26307,74632.922053576
26308,356333.583254258
26309,144237.571741869
26310,232898.672684989
26311,9621.07239816259
26312,84259.435669673
26313,72927.0822670588
26314,144068.111069722
26315,43124.093014026
26316,40125.1862104162
26317,139004.789981487
26318,0
26319,29788.1937222352
26320,76518.6227071159
26321,620789.432053615
26322,431075.346605934
26323,102606.633898882
26324,208907.418256111
26325,65182.9270233515
26326,0
26327,1067633.78613003
26328,187540.517119539
26329,70343.7716616282
26330,73719.9540209533
26331,466023.663935349
26332,40125.1862104162
26333,286504.441638663
26334,126439.673760624
26335,66265.9948480141
26336,10378.3147942342
26337,0
26338,82716.6744317827
26339,61777.1109640035
26340,101086.445687947
26341,400105.224735954
26342,50188.3930053024
26343,0
26344,84757.7722432804
26345,0
26346,0
26347,157709.172772563
26348,219056.627661601
26349,123579.530935335
26350,68482.3988576429
26351,112765.326720302
26352,178927.732535397
26353,250708.239591422
26354,154745.445359177
26355,31985.8757701789
26356,107084.259295167
26357,170553.010130802
26358,165060.458694991
26359,296849.277648231
26360,81371.1870956403
26361,186222.266992407
26362,345039.31046122
26363,315940.291394466
26364,122877.954322919
26365,306374.081977212
26366,208097.225234515
26367,107327.537352635
26368,199566.67823258
26369,105598.411839432
26370,0
26371,406940.24179886
26372,95088.6320807276
26373,82705.3265222582
26374,217904.13866694
26375,589873.556819058
26376,52046.8544581229
26377,124868.657288915
26378,31429.0981846964
26379,460025.85032813
26380,73719.9540209533
26381,81607.157410554
26382,34926.3790247346
26383,423331.447317995
26384,159062.645087771
26385,153025.670341426
26386,90591.5560956275
26387,500695.65572402
26388,111249.596902161
26389,93602.7846249932
26390,43124.093014026
26391,1264594.48597443
26392,306557.150269173
26393,180419.9962256
26394,250953.874188251
26395,4584.28388849466
26396,133006.976374267
26397,64032.1198912417
26398,150894.082549252
26399,302799.662522614
26400,73113.1610501242
26401,87756.6790468902
26402,85838.9920276184
26403,106687.867086837
26404,323541.151254963
26405,87258.3424732828
26406,102044.254680059
26407,74537.7700252802
26408,312204.389005462
26409,236986.791058383
26410,276682.144445138
26411,97020.0947309497
26412,94021.1879273398
26413,682288.973407957
26414,191220.3832623
26415,102570.057231572
26416,253771.021637861
26417,65266.2975106884
26418,284996.190555013
26419,267220.786951315
26420,99449.5125281354
26421,629626.901070113
26422,265845.164053119
26423,31074.892929969
26424,273036.950126578
26425,432534.201564323
26426,33278.0200083062
26427,334434.253209338
26428,246228.439326046
26429,210771.929351784
26430,352377.46070398
26431,724490.342798718
26432,116324.257763465
26433,58725.4200029043
26434,79575.0089452491
26435,463024.757131739
26436,177316.093924098
26437,45607.9540414803
26438,96753.3994577196
26439,182272.408506215
26440,0
26441,214721.357948104
26442,40125.1862104162
26443,171451.158614606
26444,266824.777112824
26445,183014.738377524
26446,273453.539200719
26447,103508.783939604
26448,35325.5252477872
26449,778447.47786341
26450,7936.21779224625
26451,136726.613408015
26452,123096.186557749
26453,93919.4298923274
26454,151439.145455841
26455,410136.263772868
26456,126578.437738945
26457,1018757.25579041
26458,77636.5383881305
26459,140232.59476143
26460,52120.8134248555
26461,122429.809334499
26462,57571.1302407913
26463,171886.43017452
26464,478354.038472426
26465,0
26466,237231.718915217
