.pred_0,.pred_1
0.4792364537715912,0.5207635164260864
0.5866687297821045,0.4133312702178955
0.5552123785018921,0.4447876214981079
0.30636993050575256,0.693630039691925
0.31343990564346313,0.6865600943565369
0.5818598866462708,0.41814011335372925
0.2738806903362274,0.7261192798614502
0.6413811445236206,0.3586188554763794
0.24764682352542877,0.7523531913757324
0.5645747780799866,0.4354252815246582
0.42965584993362427,0.5703441500663757
0.5810259580612183,0.41897398233413696
0.4852282702922821,0.5147717595100403
0.5367025136947632,0.46329745650291443
0.5656044483184814,0.43439555168151855
0.5230004191398621,0.47699955105781555
0.5628266334533691,0.43717333674430847
0.2537059783935547,0.7462940812110901
0.20013758540153503,0.7998623847961426
0.37039414048194885,0.6296058893203735
0.12669554352760315,0.8733044266700745
0.4686020016670227,0.5313979983329773
0.20708343386650085,0.7929165959358215
0.5006781816482544,0.4993217885494232
0.408145546913147,0.591854453086853
0.5656887888908386,0.434311181306839
0.306926965713501,0.693073034286499
0.5977283120155334,0.4022716283798218
0.35368970036506653,0.6463103294372559
0.6047036051750183,0.3952964246273041
0.5154487490653992,0.48455119132995605
0.5549737215042114,0.4450262188911438
0.4647102653980255,0.5352897644042969
0.25006914138793945,0.7499308586120605
0.6802108287811279,0.31978920102119446
0.4769449532032013,0.5230550765991211
0.5911068320274353,0.4088931679725647
0.2995673418045044,0.7004325985908508
0.4387998580932617,0.5612000823020935
0.4804363250732422,0.519563615322113
0.4049539864063263,0.5950459837913513
0.3786937892436981,0.6213061809539795
0.6440119743347168,0.3559880554676056
0.32270675897598267,0.6772931814193726
0.5389001965522766,0.461099773645401
0.29298120737075806,0.7070187926292419
0.4690993130207062,0.5309006571769714
0.17071686685085297,0.8292831778526306
0.32730183005332947,0.6726981401443481
0.4370695948600769,0.5629303455352783
0.3619095981121063,0.6380903720855713
0.5704632997512817,0.42953670024871826
0.5011923313140869,0.49880775809288025
0.6340775489807129,0.3659224808216095
0.38982030749320984,0.6101796627044678
0.604134738445282,0.3958653211593628
0.186751589179039,0.8132484555244446
0.5378445982933044,0.46215537190437317
0.42632585763931274,0.5736741423606873
0.39094647765159607,0.6090534925460815
0.6247545480728149,0.37524542212486267
0.2449931800365448,0.7550067901611328
0.6440662145614624,0.3559337854385376
0.5630976557731628,0.43690234422683716
0.40168496966362,0.5983149409294128
