.pred_0,.pred_1
0.42537805438041687,0.5746219158172607
0.281788170337677,0.718211829662323
0.09910412132740021,0.9008958339691162
0.10387253016233444,0.896127462387085
0.4288342297077179,0.5711658000946045
1,0
1,3.8812595103020967e-29
1,4.0277588608254885e-25
0.2523066997528076,0.7476933002471924
1,5.4560978043019416e-33
0.99906986951828,9.301290847361088e-4
0.9973241090774536,0.0026758445892482996
1,1.704014064692109e-28
1,3.177362278907794e-23
1,0
0.9999997615814209,1.8079207109167328e-7
1,6.430957401793439e-35
1,9.748339024895358e-9
0.9042896628379822,0.09571033716201782
0.999991774559021,8.277451343019493e-6
1,1.4702607646899258e-17
0.4288342297077179,0.5711658000946045
0.3199893832206726,0.6800106167793274
1,1.948518793147211e-13
0.4288342297077179,0.5711658000946045
1,1.7450670242169508e-8
0.20244823396205902,0.7975517511367798
1,0
0.005710973870009184,0.9942890405654907
1,1.1063482995117099e-26
1,0
1,9.232115939783458e-12
0.18357911705970764,0.8164209127426147
1,5.194479579045257e-26
1,3.521734431447733e-29
1,1.3579795208376576e-26
1,3.051558615214275e-18
0.9974217414855957,0.002578285988420248
1,3.3477989555676334e-27
0.20384038984775543,0.796159565448761
1,0
0.10042973607778549,0.8995702862739563
0.9999549388885498,4.5057357056066394e-5
1,1.7263349219461574e-24
1,2.956729670376421e-37
0.9985635876655579,0.0014364230446517467
1,5.8675635017380046e-8
0.31957343220710754,0.6804265379905701
1,4.8324372653608934e-24
0.8903681635856628,0.10963185876607895
0.2604497969150543,0.7395501732826233
0.9583890438079834,0.0416109636425972
0.9968159794807434,0.0031840589363127947
1,0
1,2.6438316063036667e-37
1,2.4199099558142012e-33
0.0032451304141432047,0.9967548251152039
1,6.66048220296656e-20
1,2.2422842526964235e-15
1,4.63595706020408e-25
1,1.1023941759447098e-8
0.24495066702365875,0.7550493478775024
0.9995031356811523,4.968204884789884e-4
1,4.385867491872576e-27
1,0
1,3.1632085591645386e-18
1,2.359323181266859e-9
0.931842565536499,0.06815741956233978
0.2703321576118469,0.7296678423881531
1,0
1,2.2893697285848523e-32
1,1.3484349054015965e-11
1,1.4646900548161415e-18
1,1.068945376658803e-9
1,1.8337842932283363e-20
1,1.5231288971562282e-34
1,1.3480018776224896e-35
0.21345725655555725,0.7865428328514099
1,2.2948170640315677e-17
0.99998939037323,1.0644997928466182e-5
1,0
0.5822653770446777,0.41773465275764465
1,3.457249970308028e-25
1,2.7490570137557287e-36
1,1.5070681545751418e-33
1,2.6380026369646257e-34
1,4.0567316563915033e-33
0.33787837624549866,0.662121593952179
0.9997546076774597,2.453549823258072e-4
1,2.070277149674762e-18
0.8449629545211792,0.1550370305776596
0.9999992847442627,7.513671107517439e-7
1,1.399852319316547e-26
1,0
1,0
1,4.4700353783051235e-34
0.9995505213737488,4.4945039553567767e-4
1,2.760018776026829e-12
1,2.303344596274643e-22
1,0
0.4195761978626251,0.5804237723350525
1,7.236748304295836e-37
1,8.159525132108141e-15
0.9464102983474731,0.05358971282839775
1,0
0.4288342297077179,0.5711658000946045
1,1.744374829785023e-23
1,1.4804226363778776e-35
1,0
1,0
0.9996021389961243,3.9782491512596607e-4
0.22039350867271423,0.7796065211296082
0.9958001971244812,0.004199734423309565
0.9987586736679077,0.0012413290096446872
5.106872995384037e-4,0.9994893074035645
1,5.557183690353343e-38
0.42302578687667847,0.5769742131233215
0.9938808679580688,0.006119140889495611
0.31720080971717834,0.682799220085144
1,2.76019401510956e-22
0.12729458510875702,0.8727054595947266
1,5.715813056422856e-15
1,6.529858254207632e-29
1,1.859232415916238e-21
1,1.1990983692222952e-34
